Dog ID,Days in Rescue,Adoption Fee,Sex,Color,Size,Altered Prior to Intake (Y/N/U)
A2586,12,$250,F,Black & white,Medium,?
A2587,24,$250,F,Black & White,Small,Y
A2588,14,$250,F,Black & White,Medium,N
A2589,93,$195,F,Black & White,Small,N
A2591,31,$250,F,White & Brown,Small,N
A2594,58,$250,M,Black & White,Medium,N
A2596,62,$125,M,Grey & White,Small,N
A2597,44,$250,M,Silver & Tan,Small,N
A2598,37,$250,M,tan/red,Medium,N
A2600,17,$250,M,Black & White,Small,N
A2601,65,$250,M,Brown w/White,Medium,N
A2607,55,$250,F,Black & Brown,Large,N
A2608,10,$250,F,Black & White,Medium,N
A2609,9,$250,F,Reddish Brown,Small,N
A2611,34,$175,F,White & tan,Small,N
A2615,69,$250,F,Black,Medium,N
A2616,10,$250,F,Fawn,Medium,N
A2618,40,$250,F,Tricolor,Medium,N
A2619,19,$175,M,Black,Small,Y
A2620,30,$125,F,Red,Small,Y
A2621,7,$250,F,Brown  ,Medium,N
A2623,95,$250,F,Black,Medium,N
A2624,7,$250,F,Brown & White,Medium,N
A2625,38,$250,F,Black & Tan,Medium,N
A2626,78,$250,F,Brindle,Medium,N
A2627,8,$195,F,Apricot,Small,Y
A2628,5,$250,F,Black & White,Small,N
A2630,10,$250,F,Blue and white,Large,N
A2631,74,$250,F,White with Black head,Medium,N
A2632,42,$195,M,Blue Brindle,Large,N
A2633,181,$250,F,Brown and white,Medium,N
A2634,78,$250,F,Tricolor,Medium,N
A2635,62,$195,F,White & Brindle,Medium,Y
A2636,48,$250,F,White & Black,Small,N
A2637,317,$100,F,White & Black,Medium,N
A2638,8,$250,F,Black & White,Medium,N
A2640,65,$250,M,Brown,Medium,N
A2641,143,$175,M,Tan & White,Small,Y
A2642,23,$250,M,Brown,Medium,Y
A2644,45,$250,F,Tan,Medium,N
A2645,21,$195,M,Tan,Small,N
A2646,40,$250,M,Brown,Small,N
A2647,29,$250,F,Black,Medium,N
A2648,27,$250,M,Black & White,Medium,N
A2649,38,$250,F,Black & White,Medium,N
A2650,14,$250,m,Brown,Small,N
A2652,14,$250,F,Black & White,Small,N
A2653,36,$250,F,Brindle,Small,N
A2654,16,$250,F,Black,Large,N
A2656,0,$195,F,Black,Small,N
A2657,13,$250,F,Black & Tan,Large,N
A2658,265,$175,F,Black & White,Small,N
A2659,8,$175,F,Black & White,Small,N
A2660,23,$250,F,Grey & White,Large,Y
A2661,6,$250,F,Grey & White,Large,Y
A2662,8,$195,F,Tan Merle,Large,N
A2663,78,$250,F,Tricolor,Small,N
A2665,41,$250,F,Yellow,Medium,N
A2668,15,$175,F,Tan & White,Medium,N
A2669,25,$195,M,Blue & White,Large,N
A2671,13,$195,F,Silver,Small,Y
A2672,54,$250,F,Fawn,Medium,N
A2673,18,$250,M,Tan,Small,N
A2674,7,$250,M,Red,Large,N
A2675,6,$250,M,Brindle,Small,N
A2677,67,$250,M,Black & White,Medium,N
A2679,13,$250,M,Black & Tan,Small,N
A2680,30,$250,F,Black with some White,Medium,N
A2681,23,$250,F,White,Medium,N
A2682,40,$250,M,Brindle & White,Medium,Y
A2683,0,$250,F,Black & Tan,Small,N
A2685,0,$100,M,Brwon & White,Medium,N
A2687,36,$250,F,Black & Tan,Small,N
A2688,27,$250,M,Brown and white,Medium,N
A2689,50,$125,M,Tan,Small,N
A2691,0,$250,F,White &  Tan,Small,N
A2692,14,$250,M,Yellow,Small,N
A2693,13,$250,F,Black & Tan,Small,Y
A2696,63,$250,M,White,Medium,N
A2697,77,$250,M,Tan,Medium,N
A2698,69,$250,M,Black,Medium,N
A2699,0,$250,M,Tan & White,Small,N
A2700,14,$250,M,White & Black,Small,Y
A2702,54,$250,M,"Tan with black black mask, long hair",Small,N
A2703,7,$250,M,Black,Medium,N
A2704,81,$250,M,brown,Medium,N
A2705,4,$250,M,Black,Medium,N
A2706,65,$250,M,Grey w/Black & White,Medium,N
A2707,65,$250,M,Merle,Medium,N
A2708,26,$250,M,Black & White,Large,N
A2709,0,$250,M,Brown,Small,Y
A2711,34,$250,M,White & Grey,Small,N
A2714,81,$250,M,tan and white,,
A2715,104,$250,F,Black,Large,N
A2716,90,$250,F,Black & Tan,Small,N
A2717,37,$250,M,Tricolor,Small,N
A2718,29,$250,M,White,Medium,N
A2719,74,$250,F,Black,Medium,N
A2721,71,$250,M,Chocolate,Medium,N
A2722,33,$195,F,Tan,Medium,N
A2724,7,$250,F,Black,Medium,N
A2725,6,$250,F,Cream,Large,N
A2726,221,$100,F,Red,Medium,N
A2727,67,$250,F,Tan & Black all 4 feet have white on them,Small,N
A2729,161,$195,F,Tan,Medium,N
A2730,61,$250,M,Brindle,Medium,N
A2732,26,$250,M,Tan,Medium,Y
A2733,14,$250,F,Tricolor,Medium,N
A2734,114,$175,F,Black & Tan,Small,Y
A2737,138,$250,M,Tan,Medium,N
A2739,255,$100,M,White,Medium,Y
A2741,397,$100,F,Black,Medium,Y
A2742,320,$100,F,Black,Medium,Y
A2743,35,$250,F,Blue & White,Medium,N
A2744,80,$250,F,,,
A2745,69,$250,F,Black,Medium,N
A2746,3,$250,F,Tricolor,Small,N
A2747,34,$250,M,Tan & Black,Small,N
A2748,3,$250,M,Black,Small,N
A2749,53,$250,M,Black,Medium,N
A2750,11,$250,M,Grey,Small,N
A2751,24,$250,M,White and grey,Small,N
A2752,16,$250,M,Tricolor,Large,Y
A2753,68,$195,M,Blue & white,Large,N
A2755,31,$250,M,Black,Medium,N
A2756,67,$250,M,Black & brown,Small,N
A2757,82,$250,M,White & Tan,Small,N
A2758,113,$195,F,Red  ,Medium,N
A2759,22,$250,M,Black & Grey,Small,Y
A2760,13,$195,F,Brown & White,Small,Y
A2761,243,$100,F,Black Brindle,Medium,N
A2762,3,$250,M,black w/brown,Medium,N
A2763,215,$100,M,Tan,Small,N
A2764,123,$100,M,Tan,Small,N
A2767,17,$250,F,Cream,Large,Y
A2769,45,$250,F,Blue & White,Medium,N
A2771,38,$250,M,White & Tan,Medium,N
A2772,27,$250,M,Red & White,Medium,Y
A2773,25,$250,F,black & tan,Small,N
A2774,35,$250,M,Black,Medium,Y
A2775,48,$250,M,Brindle,Medium,N
A2777,133,$100,M,Brown,Medium,Y
A2782,35,$250,M,Tan & White,Large,N
A2783,32,$250,F,Brindle w/White,Medium,N
A2784,25,$250,F,Brown,Medium,N
A2786,169,$250,F,tan,Medium,N
A2789,73,$250,F,Black,Medium,N
A2790,4,$250,F,Brown,Small,N
A2791,37,$250,F,Brown,Medium,Y
A2792,46,$250,F,Red,Small,N
A2793,22,$250,M,Tricolor,Large,N
A2795,17,$250,F,Black & White,Medium,N
A2796,18,$195,F,Brindle,Medium,N
A2797,61,$250,F,Brown & White,Large,Y
A2800,76,$250,M,Grey and White,Small,N
A2801,27,$250,F,Black,Medium,N
A2802,370,$250,F,Black,Medium,N
A2803,4,$250,F,Black,Medium,N
A2804,8,$250,F,Black & tan,Medium,Y
A2805,30,$195,F,Tan,Medium,Y
A2807,10,$250,F,Tricolor,Small,N
A2808,67,$195,M,Black & White,Medium,N
A2809,21,$195,M,Black & White,Medium,N
A2810,110,$250,M,Tan,Medium,N
A2811,77,$250,M,Tan with BLack mask,Medium,N
A2812,31,$250,F,Tan,Small,Y
A2814,91,$250,F,Brown and white,Medium,N
A2816,13,$250,M,Black,Small,Y
A2817,0,$250,M,Tan & White,Large,N
A2818,27,$250,M,Grey,Medium,N
A2819,21,$250,F,Black & White,Medium,N
A2821,56,$250,M,Brown & White,Medium,N
A2822,30,$250,M,Brown & White,Medium,Y
A2824,22,$250,F,Black,Large,N
A2825,23,$250,M,Black & Tan,Small,N
A2826,64,$100,F,Merle & White,Large,N
A2827,18,$250,F,Black,Large,N
A2828,39,$250,F,Yellow,Medium,N
A2831,50,$195,M,Brown,Small,N
A2833,102,$250,M,White & blue,Medium,N
A2834,69,$250,M,Tan & White,Medium,N
A2835,24,$250,F,Brown,Medium,N
A2838,7,$250,F,Blonde,Small,N
A2840,13,$250,F,Brown & Black,Medium,N
A2841,27,$125,F,Brown & Black,Small,Y
A2842,16,$250,F,Tan & White,Small,N
A2844,8,$250,M,Brown,Medium,N
A2845,24,$250,M,Grey,Medium,N
A2846,27,$195,M,Tan,Small,N
A2847,0,$250,M,Tan & White,Large,N
A2848,89,$250,M,Yellow & Tan,Small,Y
A2850,25,$250,F,Black & Tan,Medium,N
A2851,17,$250,F,Black,Large,N
A2852,30,$250,F,Tricolor,Medium,N
A2853,79,$250,F,Tricolor,Small,N
A2854,44,$250,F,White,Large,N
A2855,99,$250,F,White & Brown,Medium,N
A2857,18,$250,M,Black & Brown,Large,N
A2858,148,$100,M,Black & White,Medium,N
A2859,4,$195,M,Black & White,Medium,N
A2860,11,$125,M,Tan,Small,N
A2863,23,$250,F,Black & Tan,Medium,N
A2864,29,$250,M,Brown & White,Small,N
A2866,175,$195,F,black ,Medium,N
A2867,82,$250,M,Black & Brown,Medium,N
A2868,19,$195,F,Black & White,Medium,N
A2869,49,$250,F,Brown,Medium,N
A2870,17,$250,F,Black,Large,N
A2871,65,$250,F,Black & White,Medium,N
A2873,33,$250,M,Tricolor,Small,N
A2874,33,$250,M,White & Brown,Medium ,N
A2875,51,$250,M,Black,Medium,N
A2876,56,$250,M,Black,Medium,N
A2877,81,$250,M,Black & White,Medium,N
A2878,38,$250,F,Black,Medium,N
A2882,14,$195,F,Red,Small,N
A2884,76,$250,M,Black,Medium,N
A2885,9,$250,M,Tan & Black,Small,N
A2887,16,$195,M,Brown,Small,Y
A2888,20,$195,M,White,Small,N
A2890,36,$250,M,Tricolor,Small,N
A2891,205,$195,M,Black,Medium,Y
A2892,114,$195,M,Black,Medium,Y
A2893,42,$195,M,Black,Medium,Y
A2894,35,$250,F,Black & White,Medium,N
A2897,65,$250,M,Black & White,Small,Y
A2898,120,$250,M,Red,Large,N
A2899,76,$250,M,Red,Large,N
A2900,8,$250,M,Red,Large,N
A2901,15,$250,M,Brown,Medium,N
A2902,38,$250,M,Black & Tan,Small,N
A2904,29,$175,M,Grey  ,Small,N
A2905,0,$250,M,Tan,Small,N
A2906,23,$250,M,Tan,Medium,N
A2907,35,$250,M,Tan & White,Large,N
A2908,6,$195,M,Brown & Black,Medium,Y
A2909,52,$250,M,Brown,Medium,Y
A2910,0,"$1,959",M,White,Small,N
A2911,24,$250,M,Black & White,Medium,N
A2913,19,$250,F,Black,Large,N
A2914,15,$250,M,Black & Tan,Medium,N
A2915,130,$250,F,Black,Medium,N
A2916,7,$250,M,Tan,Small,N
A2917,0,$195,M,Brown & White,Medium,N
A2919,47,$250,M,Black   ,Medium,N
A2920,22,$175,M,Brown,Small,N
A2921,10,$125,M,Brown,Small,N
A2922,89,$175,M,Tan,Small,N
A2924,26,$195,M,Red,Medium,N
A2926,4,$250,F,Black & Grey,Small,N
A2927,4,$250,F,Black/Gret,Small,N
A2928,66,$250,F,Black & White,Medium,N
A2930,228,$250,F,Grey/White,Medium,N
A2931,74,$250,F,Grey/White,Medium,N
A2932,20,$250,F,Tri color,Medium,Y
A2934,25,$250,F,Tan,Medium,N
A2935,69,$250,M,White,Small,N
A2936,60,$250,F,Black & White,Medium,N
A2937,5,$250,M,Tricolor,Small,N
A2938,209,$250,F,Blue,Medium,N
A2939,49,$250,F,Brown,Medium,N
A2940,33,$250,F,Tricolor,Small,N
A2941,0,$250,M,Brindle,Small,N
A2942,80,$250,F,Black & Tan,Medium,N
A2943,0,$250,M,Black & White,Large,N
A2944,15,$250,F,Black & Brown,Small,N
A2946,29,$250,M,Black & White,Small,N
A2947,6,$195,M,Brown,Large,Y
A2949,18,$195,F,White,Small,N
A2950,0,$250,M,White,Medium,N
A2951,41,$250,M,Black w/Grey,Small,N
A2952,18,$250,F,Brown,Medium,N
A2953,207,$250,M,Brown & Tan,Medium,Y
A2954,38,$250,M,Brown & Tan,Medium,Y
A2955,55,$250,F,Red & White,Medium,N
A2957,27,$250,F,Black & White,Large,Y
A2959,8,$250,M,Tan & White,Medium,N
A2960,24,$250,M,White & Tan,Small,N
A2963,103,$250,F,White,Small,N
A2965,43,$250,M,White & Blue,Medium,N
A2966,13,$250,F,Black & White,Medium,N
A2967,69,$250,F,Brown,Medium,N
A2969,10,$250,F ,Black & White,Medium,N
A2970,10,$250,M,Black & Tan,Small,N
A2971,22,$175,M,Brown & White,Medium,N
A2973,27,$195,F,Red/Black,Small,N
A2974,25,$250,M,Silver & Tan,Small,N
A2975,146,$100,M,White & Black,Medium,Y
A2977,0,$175,F,Tan & White,Small,N
A2978,0,$250,F,Black & White,Medium,N
A2979,189,$250,F,White,Medium,Y
A2980,146,$195,f,White,Medium,Y
A2982,21,$250,F,Black & white,Medium,N
A2984,5,$250,M,Brindle,Medium,Y
A2985,8,$125,F,White,Small,N
A2986,0,$195,F,Black & Brown,Small,N
A2988,85,$195,F,Brindle,Medium,N
A2989,70,$250,F,Brown,Medium,Y
A2990,59,$250,F,Tan & Black,Small,N
A2991,70,$250,F,Black,Medium,N
A2992,57,$250,F,Brindle & White,Medium,Y
A2994,18,$250,F,Tan,Small,N
A2995,0,$250,F,Tan & White,Medium,N
A2996,13,$250,F,Tricolor,Medium,N
A2997,23,$250,F,White,Medium,N
A2998,51,$250,F,Black & White,Medium,N
A3000,14,$250,F,Black,Medium,N
A3001,181,$250,F,Black,Medium,N
A3002,0,$250,F,Black,Medium,N
A3003,0,$195,F,Black,Medium,Y
A3004,24,$250,F,Black,Medium,N
A3005,33,$250,M,Black & White,Medium,N
A3007,20,$250,F,White with Brindle,Large,N
A3009,32,$250,F,Blue Merle,Medium,N
A3010,0,$250,F,Black,Medium,N
A3011,28,$250,F,Brown,Small,Y
A3013,80,$250,M,Black/Brindle,Large,N
A3014,419,$195,M,Brown,Small,Y
A3015,15,$250,M,Tan,Small,N
A3016,0,$250,M,Tan & White,Medium,N
A3017,64,$250,M,Brindle & White,Medium,N
A3018,24,$250,M,Brown & White,Medium,N
A3020,101,$250,M,White & Fawn,Small,N
A3021,79,$250,M,Black & Tan,Small,N
A3022,46,$250,M,Blue,Large,Y
A3023,24,$250,M,Grey & Black,Small,N
A3024,67,$250,M,Tan,Small,Y
A3025,15,$250,M,Tan & Grey,Small,N
A3026,50,$250,M,White,Medium,Y
A3028,25,$250,M,White & Tan,Small,N
A3029,20,$250,M,,Large,N
A3031,20,$250,F,Black,Medium,N
A3032,33,$250,F,Tan & White,Medium,N
A3033,33,$250,F,Tan & White,Medium,N
A3035,24,,F,Black,Small,N
A3036,7,$250,F,Black & White,Small,N
A3038,250,$100,F,White,Medium,Y
A3039,215,$100,F,White,Medium,Y
A3040,215,$100,F,White,Medium,Y
A3041,18,$250,F,Tan & White,Large,N
A3042,32,$250,M,Gray and Black Brindle,Medium,N
A3043,19,$125,F,Black & Brown,Small,N
A3044,33,$250,F,Black & Gray,Small,N
A3045,27,$125,F,Brown,Small,Y
A3047,19,$250,F,Tricolor,Small,Y
A3049,33,$250,F,White,Small,N
A3050,99,$195,M,Black & White,Medium,N
A3052,8,$250,M,Black & White,Medium,Y
A3053,0,$250,F,White,Small,N
A3055,0,$250,M,Black,Small,N
A3056,68,$250,M,Tricolor,Medium,N
A3057,65,$250,F,Black/White/Brindle,Small,N
A3059,8,$250,M,Black,Small,N
A3060,64,$250,F,Black & Tan,Small,N
A3061,36,$250,M,Tricolor,Small,N
A3062,25,$250,F,black & tan,Small,N
A3063,88,$195,M,Yellow,Medium,Y
A3064,27,$250,M,Black,Small,N
A3065,12,$250,F,Black,Small,N
A3066,39,$250,F,Black,Medium,N
A3067,12,$250,F,Black & White,Medium,N
A3068,21,$250,F,Black & White,Medium,N
A3070,25,$250,F,Brown,Medium,N
A3071,78,$250,F,White with brown/black markings,Medium,N
A3073,30,$250,M,Black,Small,N
A3074,28,$250,M,Brindle,Large,N
A3075,12,$150,M,Tan,Small,N
A3077,110,$195,F,Tricolor,Small,Y
A3079,65,$195,F,Black,Small,N
A3080,31,$250,F,Black & White,Medium,N
A3082,9,$250,F,Tricolor,Small,N
A3083,10,$250,F,"Tricolor
",Small,N
A3084,45,$195,M,Black & White,Medium,N
A3087,63,$250,M,Tricolor,Small,N
A3089,18,$250,M,White & Tan,Medium,N
A3091,9,$250,M,Black,Medium,N
A3092,14,$195,M,White,Medium,Y
A3093,18,$195,F,Blue & White,Medium,N
A3094,22,$250,F,white w brown,Medium,N
A3095,33,$195,M,White & Black,Medium,N
A3096,49,$250,F,Tan & Black,Small,N
A3098,30,$250,M,Black & White,Medium,N
A3099,27,$250,M,Tan,Large,Y
A3100,4,$250,M,Fawn,Small,N
A3101,59,$195,F,Tan,Medium,Y
A3102,63,$250,F,White & Brown,Medium,N
A3103,7,$250,F,Black,Medium,N
A3104,10,$195,M,Black & Silver,Small,Y
A3106,0,$250,F,Brown,Medium,N
A3107,21,$250,F,Brown,Medium,N
A3109,26,$195,M,Black & White,Small,Y
A3110,54,$250,M,Black & Brown,Small,N
A3112,48,$250,F,Tan & White,Medium,N
A3113,31,$250,M,Black,Medium,N
A3114,33,$250,M,Black,Medium,N
A3117,18,$250,M,White with Brown Spots,Medium,N
A3118,322,$100,M,White,Medium,N
A3119,39,$250,F,light tan,Small,N
A3120,18,$250,M,Black,Medium,N
A3121,61,$250,M,Grey/White,,
A3122,24,$250,F,Black,Medium,N
A3124,27,$250,F,Blonde/Tan,Small,Y
A3125,34,$195,F,Cream with tan,Small,N
A3127,22,$250,F,Brown & Black,Small,N
A3128,41,$175,F,White & Black Brindle,Medium,Y
A3129,23,$195,F,Blue & White,Medium,U
A3130,245,$195,F,Brindle,Medium,Y
A3131,54,$175,M,Black,Small,N
A3132,16,$195,M,Brindle,Large,N
A3134,292,$250,F,Brown white,Large,Y
A3135,42,$250,F,Tan,Medium,N
A3136,125,$195,F,Black,Medium,N
A3139,211,$250,F,Black,Medium,N
A3140,9,$125,M,Brown,Small,N
A3142,13,$175,F,Black & White,Small,Y
A3143,92,$195,F,Tan & White,Medium,N
A3144,7,$195,F,Blue  ,Medium,N
A3145,34,$250,F,White & Brown,Medium,N
A3146,52,$250,F,Brown & White,Medium,N
A3149,25,$250,F,White,Small,N
A3151,4,$250,M,Red,Small,N
A3152,22,$250,M,White & Black,Small,N
A3153,73,$250,F,Blue & White,Medium,N
A3155,54,$250,M,Tan & Black with white on chest,Small,N
A3156,110,$250,M,white,Medium,N
A3157,55,$250,F,Black,Medium,N
A3159,27,$195,F,Tan & Black,Small,N
A3160,38,$250,F,Tricolor,Medium,N
A3161,67,$250,M,Fawn,Medium,N
A3166,510,$195,F,blue and white,Medium,N
A3167,29,$195,F,Tan,Small,N
A3171,32,$250,F,Red & White,Small,N
A3174,27,$250,M,Merle,Medium,N
A3175,3,$195,M,Tan and white,Medium,Y
A3178,23,$250,M,Merle,Medium,N
A3179,9,$250,M,Brown & White,Small,N
A3180,29,$250,M,White & Tan,Small,N
A3181,59,$250,M,Black,Medium,N
A3182,28,$250,F,Brindle,Medium,N
A3184,75,$250,F,Black & White,Medium,N
A3185,78,$250,F,Brown,Medium,N
A3187,8,$250,M,Chocolate,Large,N
A3188,20,$250,M,White/Brown/Black,Medium,N
A3189,15,$250,M,Tan,Small,N
A3190,92,$100,M,Blue & White,Medium,N
A3192,10,$250,M,Black,Small,N
A3194,16,$250,M,Black & Tan,Medium,N
A3196,38,$250,M,Tan,Small,N
A3197,12,,M,Black & White,Medium,N
A3198,38,$250,M,Black & White,Large,Y
A3199,15,$250,M,Red,Medium,N
A3200,0,$250,M,Black,Small,N
A3201,10,$250,M,Black & Tan,Medium,N
A3203,4,$250,M,Tan & White,Medium,N
A3204,55,$250,M,Black,Medium,N
A3205,22,$250,F,Black,Medium,N
A3206,12,$250,F,Black,Medium,N
A3208,14,$250,F,Black & Tan,Small,N
A3209,88,$250,M,Tan/white,Medium,N
A3210,33,$250,F,Tricolor,Medium,N
A3211,22,$250,F,Black & Brown,Medium,N
A3212,39,$250,M,Black,Medium,N
A3213,26,$250,M,Tan,Medium,N
A3215,66,$250,F,brindle,,Y
A3216,8,$250,F,black w/brown,Medium,N
A3219,86,$250,F,Red,Small,N
A3222,0,$125,F,White,Small,N
A3224,28,$250,M,Brown &  Tan,Medium,N
A3225,64,$250,F,Black & White,Small,N
A3227,80,$250,M,Black & White,Small,N
A3228,56,$250,M,Black & White,Small,N
A3229,167,$250,M,Tan,Small,N
A3230,3,$195,M,Tan & White,Medium,N
A3231,74,$250,M,White Brindle,Medium,N
A3232,6,$250,M,Tan,Medium,N
A3234,23,$250,F,Brindle,Medium,N
A3235,0,$250,M,Tricolor,Medium,N
A3236,32,$250,M,Black,Medium,N
A3237,15,$195,M,Black and Tan,Large,Y
A3240,52,$250,M,White,Medium,N
A3241,24,$250,F,White,Small,N
A3242,31,$250,M,Brindle,Medium,N
A3244,0,$250,M,Tan,Medium,N
A3245,73,$250,M,Black,Medium,N
A3247,24,$250,M,Brown & White,Small,N
A3249,66,$250,F,Black,,Y
A3251,56,$250,F,Black and Tan ,Small,N
A3252,1,$195,M,Grey,Large,Y
A3256,0,$195,M,Black & White,Medium,N
A3257,11,$195,M,Tan with Black Face,Small,N
A3258,55,$250,M,Brown and white,Medium,N
A3259,33,$250,M,Brown & Tan,Small,N
A3260,4,$250,M,tan,Small,N
A3264,17,$250,F,Tan & White,Small,N
A3265,70,$250,M,Black,Medium,N
A3267,122,$195,F,Black,Medium,Y
A3268,27,$250,M,Black & White,Medium,N
A3269,14,$250,M,Black & White,Small,N
A3270,8,$250,F,Merle,Medium,N
A3271,27,$250,F,Tricolor,Small,N
A3272,108,$195,M,Tricolor,Medium,N
A3274,40,$250,F,Tricolor,Medium,Y
A3275,12,$195,M,White & Black,Medium,N
A3276,46,$250,M,Brown & White,Medium,N
A3277,68,$250,F,black & white,,Y
A3279,0,$250,F,Red & White,Medium,N
A3280,25,$195,F,White,Small,N
A3281,67,$250,F,white & black,Medium,Y
A3283,13,$125,M,Black & Brown,Small,Y
A3285,14,$195,M,Blue & White,Large,N
A3286,22,$250,M,Black & Brown,Medium,N
A3287,26,$250,M,Black,,N
A3288,16,$250,M,Brown & Black,Small,N
A3289,66,$250,M,White,Medium,N
A3290,48,$195,M,Blue & White,Medium,N
A3292,7,$250,M,Tricolor,Large,N
A3293,42,$250,M,Black,Medium,N
A3294,6,$250,M,Black & Brown,Small,N
A3295,38,$195,M,White & Brown,Large,N
A3296,0,$125,M,Tan & White,Large,Y
A3298,113,$100,M,Black,Medium,N
A3299,85,$100,M,Black,Medium,Y
A3300,31,$250,M,Black,Medium,N
A3301,9,$250,M,Black & White,Large,N
A3302,27,$195,M,Brindle,Medium,Y
A3303,71,$195,M,Brown & White,Large,N
A3304,8,$250,M,Fawn,Small,N
A3305,29,$250,M,Black,Large,Y
A3306,71,$175,M,Tan & White,Medium,N
A3307,115,$250,M,merle,X Large,Y
A3309,28,$250,F,Black & Tan,Small,N
A3310,32,$250,M,White & Tan,Small,N
A3311,69,$250,M,Tan & White,Medium,N
A3312,38,$250,M,Yellow,Medium,N
A3314,152,$250,M,Black & White,Medium,Y
A3315,79,$250,M,Black & White,Medium,Y
A3316,22,$250,M,Black & White,Medium,Y
A3318,92,$250,M,Tricolor,Small,N
A3319,0,$250,M,Brindle. White Strip down nose,Medium,N
A3320,15,$250,M,Tan,Medium,N
A3321,16,$250,M,Black & Brown,Medium,N
A3322,13,$250,M,Black & White,Small,N
A3323,2,$250,M,Brown & White,Medium,N
A3324,22,$250,F,Black & Tan,Large,N
A3325,17,$250,M,Tan & White,Medium,N
A3326,130,$250,F,Tan & White,Medium,N
A3327,44,$250,F,Tan & White,Medium,N
A3328,260,$250,F,Black,Medium,N
A3329,27,$250,F,Black,Medium,N
A3330,11,$250,M,White,Medium,N
A3331,24,$250,M,Tan,Medium,N
A3332,65,$250,F,Tan,Small,N
A3333,33,$195,M,Tan,Small,N
A3334,77,$250,F,Black,Medium,N
A3335,31,$250,F,Tan & White,Medium,N
A3336,28,$250,F,Black & Tan,Small,N
A3337,70,$195,F,Tan & White,Medium,N
A3338,25,$195,F,Tan & White,Medium,N
A3339,0,$250,F,Black & White,Medium,N
A3340,20,$175,M,Black & Tan,Small,Y
A3342,65,$250,M,Tricolor,Medium,Y
A3344,29,$250,F,Black & White,Medium,N
A3345,26,$250,F,Black/Brown & White,Medium,N
A3347,14,$250,F,Black & WHite,Medium,N
A3348,29,$250,F,Black & White,Small ,N
A3351,77,$250,F,Black,Medium,N
A3353,8,$250,F,Black & Brown,Medium,N
A3354,28,$250,F,Black,Medium,N
A3356,6,$195,F,Grey,Small,N
A3357,96,$250,F,"Red, tricolor",Small,N
A3359,25,$250,F,White,Small,U
A3360,12,$250,F,White,Small,Y
A3361,2,$250,F,Yellow,Medium,Y
A3362,58,$250,F,Black and white,Medium,N
A3364,22,$175,F,Red,Small,N
A3366,60,$250,M,Brown & Tan,Small,N
A3367,56,$250,M,Blue/Grey,Medium,N
A3368,11,$250,F,Black,Large,N
A3369,0,$250,F,Red,Medium,N
A3370,6,$250,M,Black,Medium,N
A3371,114,$250,M,White & Brown,Medium,N
A3374,9,$250,F,Brown & White,Large,Y
A3375,18,$175,F,Black &  Tan,Medium,Y
A3376,43,$195,F,brown,Medium,Y
A3377,46,$250,F,Tan with white,Medium,U
A3378,32,$250,F,Black & White,Medium,Y
A3380,16,$195,F,Red,Large,N
A3381,25,$195,M,White,Small,N
A3383,29,$250,F,Black,Medium,N
A3384,70,$250,F,Black,Medium,N
A3385,28,$250,F,Black & Tan,Small,N
A3386,90,$250,F,Black & White,Medium,N
A3387,10,$250,F ,Lab Mix,Medium,N
A3389,35,$250,F,Tan/Fawn & White,Medium,N
A3390,12,$250,F,Tricolor,Small,N
A3391,41,$195,M,White,Large,Y
A3392,35,$195,M,White,Small,N
A3393,152,$250,M,White and tan,Large,Y
A3394,16,$250,F,Brown and white,Medium,Y
A3397,86,$250,M,Black,Large,N
A3399,26,$250,M,Black & Tan,Large,Y
A3400,17,$195,M,Brown & White,Medium,N
A3401,7,$250,F,Black & Brown,Medium,N
A3402,32,$250,M,Black,Medium,N
A3404,43,$195,M,Brindle & White,Medium,N
A3405,58,$195,M,Brindle & White,Medium,N
A3406,12,$250,M ,Tricolor,Small,N
A3408,37,$250,M,Brindle,Medium,N
A3409,5,$195,M,Brown & Black,Small,Y
A3411,32,$250,M,Brown,Medium,N
A3412,25,$250,F,Tan & White,Medium,N
A3413,40,$250,F,Black ,Small,N
A3414,3,$250,F,White & Brown,Medium,N
A3415,3,$195,F,Blue & White,Medium,Y
A3416,120,$250,F,Black,Large,N
A3417,17,$250,F,Black,Medium,N
A3418,43,$250,F,Black,,
A3419,144,$195,F,White,Small,N
A3420,35,$250,F,Yellow,Large,N
A3422,35,$250,F,Black,Medium,N
A3423,38,$250,F,Tan,Medium,N
A3425,20,$250,F,Tricolor,Small,N
A3427,49,$195,F,Black,Medium,Y
A3428,42,$195,F,Black,Large,Y
A3429,12,$250,F,Black & Tan,Small,N
A3430,30,$250,F,Black & Tan,Medium,
A3431,63,$195,F,Black and Tan,Large,N
A3432,42,$250,F,Brindle,Large,Y
A3433,146,$125,F,Blue & White,Medium,N
A3434,36,$250,F,Black & Brown,Medium,N
A3436,40,$250,M,Tan & White,Medium,N
A3437,155,$100,M,White & Black,Small,N
A3438,22,$175,M,Black & Silver,Small,N
A3439,63,$250,M,White,Medium ,N
A3440,39,$250,F,Brindle,Medium,N
A3442,0,$195,F,Tricolor,Small,N
A3443,34,$250,F,Yellow,Medium,Y
A3444,15,$250,F,Tan,Small,N
A3446,135,$195,M,Black & WHite,Medium,N
A3449,39,$250,M,Brown,Medium,N
A3451,12,$250,F,black and brown,Medium,N
A3453,27,$250,F,Brown & Tan,Medium,N
